,Brand,Resolution,Size ,Selling Price in US dollars,Selling Price in Indian Rupees,Original Price in Indian Rupees,Percent Off,Operating System,Rating,clusters,color
301,IMPEX ,Full HD LED,43,714.87,54990,54990,0%,Android,4.2,0,salmon colored
302,Haier ,Ultra HD LED,55,708.49,54499,89990,39%,Android,4.6,0,salmon colored
303,Thomson,Ultra HD LED,65,701.99,53999,70499,23%,Android,4.4,0,salmon colored
304,iFFALCON by TCL,Ultra HD LED,65,701.99,53999,106990,50%,Android,4.3,0,salmon colored
305,Panasonic,Full HD LED,43,701.99,53999,59900,10%,Android,4.4,0,salmon colored
306,iFFALCON by TCL,Ultra HD LED,65,695.49,53499,156990,66%,Android,4.3,0,salmon colored
307,SONY ,Full HD LED,43,694.5,53423,53423,0%,Linux,4.4,0,salmon colored
308,Samsung,Ultra HD LED,50,691.6,53200,64990,18%,Tizen,4.2,0,salmon colored
309,Onida,Ultra HD LED,58,691.59,53199,79990,33%,Android,4.2,0,salmon colored
310,TCL ,QLED Ultra HD,55,688.99,52999,129990,59%,Android,4.4,0,salmon colored
311,LG ,Ultra HD LED,55,688.99,52999,79990,34%,WebOS,4.4,0,salmon colored
312,OnePlus,Ultra HD LED,55,688.99,52999,59999,12%,Android,4.3,0,salmon colored
313,SONY ,Full HD LED,50,688.99,52999,79900,34%,Linux,4.5,0,salmon colored
314,Samsung,Ultra HD LED,50,687.57,52890,70900,25%,Tizen,4.0,0,salmon colored
315,Samsung,Ultra HD LED,55,675.99,51999,72900,29%,Tizen,4.5,0,salmon colored
316,Lloyd ,Ultra HD LED,55,675.99,51999,99990,48%,Linux,3.7,0,salmon colored
317,Samsung,Ultra HD LED,50,675.87,51990,71400,27%,Tizen,4.3,0,salmon colored
318,Samsung,Ultra HD LED,50,675.87,51990,67069,22%,Tizen,4.0,0,salmon colored
319,Power Guard,QLED Ultra HD,50,675.87,51990,59990,13%,Android,4.2,0,salmon colored
320,Sanyo ,Ultra HD LED,55,662.99,50999,76990,34%,Linux,4.5,0,salmon colored
321,Croma ,Ultra HD LED,55,662.87,50990,75000,32%,FireTV OS,4.2,0,salmon colored
322,Panasonic,Ultra HD LED,55,656.49,50499,65490,23%,Linux,4.2,0,salmon colored
323,BPL ,Ultra HD LED,55,656.37,50490,73000,31%,Android,4.2,0,salmon colored
324,Vu,Ultra HD LED,50,650.0,50000,50000,0%,Android,4.4,0,salmon colored
325,OnePlus,Ultra HD LED,55,649.99,49999,59999,17%,Android,4.3,0,salmon colored
326,LG ,Ultra HD LED,50,649.99,49999,64990,23%,WebOS,4.4,0,salmon colored
327,SONY ,Ultra HD LED,49,649.99,49999,104900,52%,Android,4.5,0,salmon colored
328,Micromax,Ultra HD LED,55,649.99,49999,69990,29%,Android,4.2,0,salmon colored
329,iFFALCON by TCL,Ultra HD LED,65,649.99,49999,99990,50%,Android,4.2,0,salmon colored
330,Samsung,Ultra HD LED,43,649.87,49990,62900,21%,Tizen,4.2,0,salmon colored
331,Onix ,Ultra HD LED,50,649.87,49990,59990,17%,Android,4.2,0,salmon colored
332,Samsung,Full HD LED,48,649.87,49990,77900,36%,Tizen,3.7,0,salmon colored
333,Weston ,Full HD LED,49,649.87,49990,49990,0%,Android,4.4,0,salmon colored
334,Intex ,Full HD LED,55,648.7,49900,49900,0%,Android,4.3,0,salmon colored
335,Sansui ,QLED Ultra HD,55,648.7,49900,72590,31%,Linux,4.3,0,salmon colored
336,Panasonic,Full HD LED,40,637.0,49000,50000,2%,Android,4.2,0,salmon colored
337,PHILIPS,Ultra HD LED,55,636.99,48999,89990,46%,Android,4.0,0,salmon colored
338,Samsung,Full HD LED,43,635.7,48900,48900,0%,Tizen,4.2,0,salmon colored
339,Mi ,Ultra HD LED,55,623.99,47999,54999,13%,Android,4.4,0,salmon colored
340,Thomson,Ultra HD LED,65,623.99,47999,79999,40%,Android,4.4,0,salmon colored
341,Sansui ,Ultra HD LED,65,623.99,47999,70290,32%,Linux,4.1,0,salmon colored
342,TCL ,QLED Ultra HD,55,623.87,47990,99990,52%,Android,4.2,0,salmon colored
343,KODAK ,Ultra HD LED,49,623.87,47990,50999,6%,Android,4.1,0,salmon colored
344,TCL ,Ultra HD LED,43,623.87,47990,47990,0%,Android,3.7,0,salmon colored
345,AISEN  ,Ultra HD LED,49,622.7,47900,48900,2%,Android,4.2,0,salmon colored
346,Haier ,Ultra HD LED,55,622.69,47899,77990,39%,Android,4.2,0,salmon colored
347,LG ,Ultra HD LED,43,617.49,47499,75343,37%,WebOS,4.5,0,salmon colored
348,TCL ,Ultra HD LED,55,617.49,47499,79990,41%,Android,3.9,0,salmon colored
349,LG ,Ultra HD LED,49,614.24,47249,73990,36%,WebOS,4.3,0,salmon colored
350,Vu,Ultra HD LED,55,610.99,46999,85000,45%,Android,4.4,0,salmon colored
351,Hisense,Ultra HD LED,55,610.99,46999,59990,22%,Android,4.5,0,salmon colored
352,Panasonic,Ultra HD LED,55,610.99,46999,109900,57%,Linux,4.2,0,salmon colored
353,realme ,Ultra HD LED,55,610.99,46999,69999,33%,Android,4.3,0,salmon colored
354,LG ,Ultra HD LED,43,610.6,46969,64990,28%,WebOS,4.2,0,salmon colored
355,Vu,Ultra HD LED,55,609.69,46899,75000,37%,Android,4.4,0,salmon colored
356,SONY ,Full HD LED,43,608.39,46799,52900,12%,Android,4.7,0,salmon colored
357,LG ,Ultra HD LED,43,605.67,46590,59990,22%,WebOS,4.5,0,salmon colored
358,Akai ,Ultra HD LED,55,602.49,46345,59990,23%,Android,4.2,0,salmon colored
359,Akai ,Ultra HD LED,55,602.49,46345,59990,23%,Android,4.2,0,salmon colored
360,Mi ,Ultra HD LED,55,597.99,45999,69999,34%,Android,4.2,0,salmon colored
361,MOTOROLA,QLED Ultra HD,50,597.99,45999,59999,23%,Android,4.3,0,salmon colored
362,TCL ,QLED Ultra HD,50,597.99,45999,109990,58%,Android,4.4,0,salmon colored
363,PHILIPS,Ultra HD LED,58,597.99,45999,89990,49%,Android,4.2,0,salmon colored
364,Samsung,Full HD LED,43,595.21,45785,45900,0%,Tizen,4.2,0,salmon colored
365,Samsung,Full HD LED,49,594.1,45700,66900,32%,Tizen,4.2,0,salmon colored
366,Samsung,Ultra HD LED,43,590.2,45400,56900,20%,Linux,4.3,0,salmon colored
367,JVC,Ultra HD LED,55,585.0,45000,69000,35%,Android,3.9,0,salmon colored
368,Samsung,HD Plasma,43,585.0,45000,45000,0%,Tizen,4.0,0,salmon colored
369,Nokia ,Ultra HD LED,55,584.99,44999,62999,29%,Android,4.4,0,salmon colored
370,SONY ,Full HD LED,49,584.99,44999,69900,36%,Android,4.5,0,salmon colored
371,iFFALCON by TCL,QLED Ultra HD,55,584.99,44999,126990,65%,Android,4.3,0,salmon colored
372,SONY ,Ultra HD LED,43,584.99,44999,66900,33%,Linux,4.5,0,salmon colored
373,Nokia ,Ultra HD LED,55,584.99,44999,59999,25%,Android,4.1,0,salmon colored
374,Lloyd ,Ultra HD LED,50,584.99,44999,84990,47%,Linux,4.3,0,salmon colored
375,Lloyd ,Ultra HD LED,50,584.99,44999,84990,47%,Linux,4.3,0,salmon colored
376,SONY ,Full HD LED,43,584.99,44999,57900,22%,Linux,4.4,0,salmon colored
377,Samsung,Ultra HD LED,43,584.87,44990,78000,42%,Tizen,4.2,0,salmon colored
378,LG ,Ultra HD LED,50,584.87,44990,66990,33%,WebOS,4.4,0,salmon colored
379,SONY ,Full HD LED,43,583.7,44900,44900,0%,Linux,4.6,0,salmon colored
380,SONY ,Full HD LED,43,583.7,44900,44900,0%,Linux,4.6,0,salmon colored
381,Samsung,Ultra HD LED,43,583.31,44870,54900,18%,Tizen,4.2,0,salmon colored
382,iFFALCON by TCL,Ultra HD LED,55,571.99,43999,73990,41%,Android,4.4,0,salmon colored
383,OnePlus,Ultra HD LED,50,571.99,43999,49999,12%,Android,4.3,0,salmon colored
384,Samsung,Ultra HD LED,43,568.76,43751,77900,44%,Tizen,4.4,0,salmon colored
385,LG ,Ultra HD LED,43,566.79,43599,59990,27%,WebOS,4.2,0,salmon colored
386,LG ,Ultra HD LED,43,566.79,43599,59990,27%,WebOS,4.2,0,salmon colored
387,SONY ,Full HD LED,43,565.37,43490,44900,3%,Linux,4.5,0,salmon colored
388,Mi ,Ultra HD LED,55,565.2,43477,44999,3%,Android,4.2,0,salmon colored
389,Panasonic,Ultra HD LED,49,562.37,43259,66900,35%,HomeOS,4.2,0,salmon colored
390,Mi ,Ultra HD LED,55,558.99,42999,49999,14%,Android,4.3,0,salmon colored
391,PHILIPS,Ultra HD LED,50,558.99,42999,79990,46%,Android,4.0,0,salmon colored
392,Haier ,Full HD LED,50,558.99,42999,59990,28%,Android,4.2,0,salmon colored
393,Panasonic,Full HD LED,49,558.99,42999,72900,41%,Linux,4.2,0,salmon colored
